2026-09-16 02:09:54.932 140545 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=140545) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-16 02:21:19.362 140545 DEBUG nova.virt.libvirt.driver [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Found default for hw_pointer_model of None [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:21:19.362 140545 DEBUG nova.virt.libvirt.driver [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Found default for hw_video_model of virtio [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:21:19.363 140545 DEBUG nova.virt.libvirt.driver [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Found default for hw_vif_model of virtio [00;33m{{(pid=140545) _register_undefined_instance_details /opt/stack/nova/nova/virt/libvirt/driver.py:1189}}[00m
2026-09-16 02:21:19.367 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] During sync_power_state the instance has a pending task (spawning). Skip.
2026-09-16 02:21:19.368 140545 DEBUG nova.virt.driver [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Emitting event <LifecycleEvent: 1789550479.3681066, 4010beb3-7dab-48eb-9827-a45769df569a => Paused> [00;33m{{(pid=140545) emit_event /opt/stack/nova/nova/virt/driver.py:1905}}[00m
2026-09-16 02:21:19.368 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] VM Paused (Lifecycle Event)
2026-09-16 02:21:19.383 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:19.388 140545 DEBUG nova.virt.driver [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Emitting event <LifecycleEvent: 1789550479.3883061, 4010beb3-7dab-48eb-9827-a45769df569a => Resumed> [00;33m{{(pid=140545) emit_event /opt/stack/nova/nova/virt/driver.py:1905}}[00m
2026-09-16 02:21:19.388 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] VM Resumed (Lifecycle Event)
2026-09-16 02:21:19.405 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:19.408 140545 INFO nova.compute.manager [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Took 1.92 seconds to spawn the instance on the hypervisor.
2026-09-16 02:21:19.408 140545 DEBUG nova.compute.manager [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:19.411 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Synchronizing instance power state after lifecycle event "Resumed"; current vm_state: building, current task_state: spawning, current DB power_state: 0, VM power_state: 1 [00;33m{{(pid=140545) handle_lifecycle_event /opt/stack/nova/nova/compute/manager.py:1370}}[00m
2026-09-16 02:21:19.431 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] During sync_power_state the instance has a pending task (spawning). Skip.
2026-09-16 02:21:19.433 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:19.437 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:19.443 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:19.453 140545 INFO nova.compute.manager [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Took 2.28 seconds to build instance.
2026-09-16 02:21:19.468 140545 DEBUG oslo_concurrency.lockutils [req-3c3aceb2-575d-4f7d-8d3b-ea4aec7e7a26 90788195d0714b8aa4171b3e78854978 fd0af69ee50347fdb10d83aa1e8d5600 - - default default] Lock "4010beb3-7dab-48eb-9827-a45769df569a" "released" by "nova.compute.manager.ComputeManager.build_and_run_instance.<locals>._locked_do_build_and_run_instance" :: held 2.340s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:21:19.483 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:20.033 140545 DEBUG nova.virt.libvirt.host [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Removed pending STOPPED event for 686ed780-64ba-42d1-a4ab-05b042a32b1e due to new event <LifecycleEvent: 1789550480.0332181, 686ed780-64ba-42d1-a4ab-05b042a32b1e => Resumed> [00;33m{{(pid=140545) _event_emit_delayed /opt/stack/nova/nova/virt/libvirt/host.py:524}}[00m
2026-09-16 02:21:20.036 140545 DEBUG nova.virt.driver [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Emitting event <LifecycleEvent: 1789550480.0332181, 686ed780-64ba-42d1-a4ab-05b042a32b1e => Resumed> [00;33m{{(pid=140545) emit_event /opt/stack/nova/nova/virt/driver.py:1905}}[00m
2026-09-16 02:21:20.038 140545 DEBUG nova.compute.manager [req-47e33947-dcd6-462f-870c-c21b073c5eca 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:20.038 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] VM Resumed (Lifecycle Event)
2026-09-16 02:21:20.054 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:20.056 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Synchronizing instance power state after lifecycle event "Resumed"; current vm_state: active, current task_state: rescuing, current DB power_state: 1, VM power_state: 1 [00;33m{{(pid=140545) handle_lifecycle_event /opt/stack/nova/nova/compute/manager.py:1370}}[00m
2026-09-16 02:21:20.070 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] During sync_power_state the instance has a pending task (rescuing). Skip.
2026-09-16 02:21:20.071 140545 DEBUG nova.virt.driver [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Emitting event <LifecycleEvent: 1789550480.0712757, 686ed780-64ba-42d1-a4ab-05b042a32b1e => Started> [00;33m{{(pid=140545) emit_event /opt/stack/nova/nova/virt/driver.py:1905}}[00m
2026-09-16 02:21:20.071 140545 INFO nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] VM Started (Lifecycle Event)
2026-09-16 02:21:20.085 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Checking state [00;33m{{(pid=140545) _get_power_state /opt/stack/nova/nova/compute/manager.py:1815}}[00m
2026-09-16 02:21:20.087 140545 DEBUG nova.compute.manager [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Synchronizing instance power state after lifecycle event "Started"; current vm_state: rescued, current task_state: None, current DB power_state: 1, VM power_state: 1 [00;33m{{(pid=140545) handle_lifecycle_event /opt/stack/nova/nova/compute/manager.py:1370}}[00m
2026-09-16 02:21:20.699 140545 INFO nova.compute.manager [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Unrescuing
2026-09-16 02:21:20.700 140545 DEBUG oslo_concurrency.lockutils [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] Acquiring lock "refresh_cache-686ed780-64ba-42d1-a4ab-05b042a32b1e" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:396}}[00m
2026-09-16 02:21:20.700 140545 DEBUG oslo_concurrency.lockutils [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] Acquired lock "refresh_cache-686ed780-64ba-42d1-a4ab-05b042a32b1e" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:399}}[00m
2026-09-16 02:21:20.700 140545 DEBUG nova.network.neutron [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Building network info cache for instance [00;33m{{(pid=140545) _get_instance_nw_info /opt/stack/nova/nova/network/neutron.py:2049}}[00m
2026-09-16 02:21:20.708 140545 DEBUG nova.compute.manager [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Received event network-changed-11839464-cc4c-4131-becf-4d49dff612b8 [00;33m{{(pid=140545) external_instance_event /opt/stack/nova/nova/compute/manager.py:11665}}[00m
2026-09-16 02:21:20.710 140545 DEBUG nova.compute.manager [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Refreshing instance network info cache due to event network-changed-11839464-cc4c-4131-becf-4d49dff612b8. [00;33m{{(pid=140545) external_instance_event /opt/stack/nova/nova/compute/manager.py:11670}}[00m
2026-09-16 02:21:20.710 140545 DEBUG oslo_concurrency.lockutils [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Acquiring lock "refresh_cache-4010beb3-7dab-48eb-9827-a45769df569a" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:396}}[00m
2026-09-16 02:21:20.710 140545 DEBUG oslo_concurrency.lockutils [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Acquired lock "refresh_cache-4010beb3-7dab-48eb-9827-a45769df569a" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:399}}[00m
2026-09-16 02:21:20.710 140545 DEBUG nova.network.neutron [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Refreshing network info cache for port 11839464-cc4c-4131-becf-4d49dff612b8 [00;33m{{(pid=140545) _get_instance_nw_info /opt/stack/nova/nova/network/neutron.py:2046}}[00m
2026-09-16 02:21:20.713 140545 WARNING neutronclient.v2_0.client [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:21:20.720 140545 WARNING neutronclient.v2_0.client [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:21:20.846 140545 WARNING neutronclient.v2_0.client [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:21:20.866 140545 WARNING neutronclient.v2_0.client [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:21:20.907 140545 DEBUG nova.network.neutron [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Updated VIF entry in instance network info cache for port 11839464-cc4c-4131-becf-4d49dff612b8. [00;33m{{(pid=140545) _build_network_info_model /opt/stack/nova/nova/network/neutron.py:3524}}[00m
2026-09-16 02:21:20.907 140545 DEBUG nova.network.neutron [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 4010beb3-7dab-48eb-9827-a45769df569a] Updating instance_info_cache with network_info: [{"id": "11839464-cc4c-4131-becf-4d49dff612b8", "address": "fa:16:3e:51:04:76", "network": {"id": "6f3071e8-030b-4469-87e1-fb1029c5d86f", "bridge": "br-int", "label": "tempest-ServerStableDeviceRescueTest-1258974472-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.9", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.5", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "fd0af69ee50347fdb10d83aa1e8d5600", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap11839464-cc", "ovs_interfaceid": "11839464-cc4c-4131-becf-4d49dff612b8", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}] [00;33m{{(pid=140545) update_instance_cache_with_nw_info /opt/stack/nova/nova/network/neutron.py:106}}[00m
2026-09-16 02:21:20.919 140545 DEBUG nova.network.neutron [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] [instance: 686ed780-64ba-42d1-a4ab-05b042a32b1e] Updating instance_info_cache with network_info: [{"id": "94d64be7-3113-4fa3-b515-bf6838a2bf25", "address": "fa:16:3e:f7:43:04", "network": {"id": "f4149e46-b039-477d-b0d0-f6ef905094db", "bridge": "br-int", "label": "tempest-ServerRescueNegativeTestJSON-2095437740-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.3", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.135", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "63e9729bac264e878ed338711914ae93", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap94d64be7-31", "ovs_interfaceid": "94d64be7-3113-4fa3-b515-bf6838a2bf25", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}] [00;33m{{(pid=140545) update_instance_cache_with_nw_info /opt/stack/nova/nova/network/neutron.py:106}}[00m
2026-09-16 02:21:20.922 140545 DEBUG oslo_concurrency.lockutils [req-6a3cc18c-fd6a-4989-b988-b7d480720ae7 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Releasing lock "refresh_cache-4010beb3-7dab-48eb-9827-a45769df569a" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:419}}[00m
2026-09-16 02:21:20.934 140545 DEBUG oslo_concurrency.lockutils [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] Releasing lock "refresh_cache-686ed780-64ba-42d1-a4ab-05b042a32b1e" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:419}}[00m
2026-09-16 02:21:20.935 140545 DEBUG nova.objects.instance [req-68f4f47a-5535-4bea-a2eb-b51ff35f41f5 9624c52f131d4a0596bd3694bb4a8dcd 63e9729bac264e878ed338711914ae93 - - default default] Lazy-loading 'flavor' on Instance uuid 686ed780-64ba-42d1-a4ab-05b042a32b1e [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:21:20.961 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:20.964 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:21:21.244 140545 DEBUG nova.thread_pool_factory [req-3f311640-b6e2-46e9-95f2-eb2bef728686 - - - - - -] Queued Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=14.999271227046847 future=<Future at 0x7a3420547050 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
